Date,Temperature,RelHumidity,AtmPressure,Visibility,WindDir,WindSpeed,Precipitation,Snowfall,SnowDepth,Discharge,StageHeight
2017-07-12,76.97394636015326,72.99501915708812,29.081957854406124,10.0,127.63546798029557,5.60727969348659,0.0,0.0,0.0,1650.0,8.09
2017-07-13,69.70944444444444,73.82611111111112,29.121416666666672,9.866111111111111,202.77272727272725,5.082777777777777,0.26999999999999996,0.0,0.0,1630.0,8.08
2017-07-14,70.95416666666667,62.351111111111116,29.130688888888884,9.986111111111112,144.4607843137255,5.92111111111111,0.0,0.0,0.0,1580.0,8.0
2017-07-15,61.14602396514161,76.71235605353252,29.191550306991488,9.233932461873637,92.42238562091502,4.533364456893868,0.0,0.0,0.0,1510.0,7.9
2017-07-16,75.16226053639846,68.53256704980843,29.17011494252873,9.655172413793103,99.53454591385623,6.357471264367817,0.0,0.0,0.0,1450.0,7.81
2017-07-17,67.62083333333334,68.8288888888889,29.094805555555553,9.763888888888888,173.62222222222218,6.8,0.0,0.0,0.0,1340.0,7.65
2017-07-18,72.13961693548387,71.06048387096774,29.06771505376344,9.223118279569892,190.81746031746033,8.786962365591398,0.0,0.0,0.0,1250.0,7.51
2017-07-19,75.11507936507937,68.06172839506173,29.057297178130515,9.407407407407407,161.25925925925927,9.320105820105821,0.18,0.0,0.0,1230.0,7.49
2017-07-20,74.65957040035988,80.82037786774629,29.061101214574894,8.542735042735043,159.49265054528215,8.042543859649124,0.030000000000000002,0.0,0.0,1200.0,7.44
2017-07-21,75.79298941798942,76.30569561157796,29.007555555555555,9.533333333333333,150.0952380952381,10.675661375661376,0.6675,0.0,0.0,1150.0,7.38
2017-07-22,74.5185185185185,80.8,28.979259259259276,9.54074074074074,165.19735684369832,7.637037037037037,0.016666666666666666,0.0,0.0,1240.0,7.53
2017-07-23,80.88659003831418,78.5536398467433,28.980195402298847,8.99425287356322,188.71008939974456,9.432183908045976,0.0,0.0,0.0,1210.0,7.49
2017-07-24,68.125,86.92857142857144,28.986190476190483,8.209876543209878,174.2640075973409,8.42032967032967,0.0,0.0,0.0,1110.0,7.34
2017-07-25,71.19179487179487,77.96871794871795,29.02395151515152,9.280000000000001,217.81328502415462,7.784102564102564,0.0,0.0,0.0,1130.0,7.38
2017-07-26,72.21666666666667,80.3888888888889,29.07711111111111,9.055555555555555,261.86507936507934,8.743650793650794,0.0,0.0,0.0,1060.0,7.26
2017-07-27,73.03435897435898,68.59128205128205,29.15371794871795,9.82871794871795,118.51666666666667,8.573034188034187,0.0,0.0,0.0,973.0,7.11
2017-07-28,67.13230769230769,61.57794871794872,29.152164102564104,10.0,99.86884057971015,7.547179487179487,0.0,0.0,0.0,918.0,7.02
2017-07-29,63.90277777777778,80.81777777777778,29.167227777777782,9.893333333333333,76.88864734299517,5.351111111111112,0.0,0.0,0.0,867.0,6.94
2017-07-30,70.58388888888888,68.49222222222222,29.139300000000002,9.972222222222221,130.81866804692893,6.137874396135266,0.0,0.0,0.0,824.0,6.87
2017-07-31,63.985299145299145,74.27905982905983,29.08384444444444,9.946111111111112,172.99933110367894,8.27594017094017,0.0,0.0,0.0,771.0,6.78
2017-08-01,62.833333333333336,74.39333333333333,29.140100000000004,9.126207729468598,168.19444444444443,8.881014492753623,0.0,0.0,0.0,731.0,6.71
2017-08-02,68.38055555555556,72.92722222222223,29.119722222222226,9.777777777777779,214.21666666666667,8.786666666666667,0.005,0.0,0.0,700.0,6.66
